,OrphaCode,DisorderName,Summary
2563,314603.0,Autosomal recessive spastic ataxia with leukoencephalopathy,"Autosomal recessive spastic ataxia with leukoencephalopathy is very frequently (99-80%) associated with Cerebellar hypoplasia, Hyperreflexia, and Spastic ataxia. Autosomal recessive spastic ataxia with leukoencephalopathy is frequently (79-30%) associated with Cerebral cortical atrophy, Dysmetria, Dystonia, Gait ataxia, Horizontal nystagmus, Intellectual disability, mild, Leukoencephalopathy, Progressive cerebellar ataxia, Scoliosis, Spastic dysarthria, Spasticity, and Urinary urgency. Autosomal recessive spastic ataxia with leukoencephalopathy is occasionally (29-5%) associated with Bilateral sensorineural hearing impairment.Autosomal recessive spastic ataxia with leukoencephalopathy is associated with Disease-causing germline mutation(s) in methionyl-tRNA synthetase 2, mitochondrial (Methionine tRNA ligase 2; mitochondrial; SPAX3; mtMetRS)."
2564,75567.0,Primary progressive freezing gait,"Primary progressive freezing gait is very frequently (99-80%) associated with Difficulty walking, Frequent falls, and Postural instability. Primary progressive freezing gait is frequently (79-30%) associated with Abnormality of speech or vocalization, Bradykinesia, Clonus, Hyperreflexia, Hypertension, Postural tremor, and Rigidity. Primary progressive freezing gait is occasionally (29-5%) associated with Babinski sign, Cerebral cortical atrophy, Dementia, Dysphagia, Gait imbalance, Impaired smooth pursuit, Lewy bodies, Restless legs, Sensory neuropathy, Shuffling gait, and Urinary incontinence."
2565,314978.0,X-linked non progressive cerebellar ataxia,"X-linked non progressive cerebellar ataxia is very frequently (99-80%) associated with Nonprogressive cerebellar ataxia. X-linked non progressive cerebellar ataxia is frequently (79-30%) associated with Action tremor, Cerebellar hypoplasia, Cerebellar vermis hypoplasia, Clumsiness, Frequent falls, Generalized neonatal hypotonia, Intention tremor, Motor delay, Saccadic smooth pursuit, Spastic dysarthria, Strabismus, Truncal ataxia, and Unsteady gait. X-linked non progressive cerebellar ataxia is not associated (0%) associated with Babinski sign and Intellectual disability.X-linked non progressive cerebellar ataxia is associated with Disease-causing germline mutation(s) in ATPase plasma membrane Ca2+ transporting 3 (CFAP39; PMCA3; Plasma membrane calcium-transporting ATPase 3; cilia and flagella associated protein 39)."
2566,1175.0,X-linked progressive cerebellar ataxia,"X-linked progressive cerebellar ataxia is very frequently (99-80%) associated with Progressive cerebellar ataxia. X-linked progressive cerebellar ataxia is frequently (79-30%) associated with Axonal loss, Cerebellar vermis atrophy, Clumsiness, Decreased/absent ankle reflexes, Distal lower limb amyotrophy, Dysdiadochokinesis, Dysmetria, EMG: neuropathic changes, Frequent falls, Hyperreflexia, Intention tremor, Limb ataxia, Motor delay, Nystagmus, Pes cavus, Progressive gait ataxia, Saccadic smooth pursuit, Scoliosis, Sensorimotor neuropathy, Spastic dysarthria, Spinocerebellar tract degeneration, and Unsteady gait. X-linked progressive cerebellar ataxia is occasionally (29-5%) associated with Babinski sign, Foot dorsiflexor weakness, and Lower limb hyperreflexia.X-linked progressive cerebellar ataxia is associated with Disease-causing germline mutation(s) in gap junction protein beta 1 (CX32; Charcot-Marie-Tooth neuropathy; X-linked; connexin 32)."
2567,157941.0,Huntington disease-like 1,"Huntington disease-like 1 is very frequently (99-80%) associated with Chorea. Huntington disease-like 1 is frequently (79-30%) associated with Atypical behavior, Cognitive impairment, Delusion, Dementia, Depression, Dysarthria, Gait ataxia, Gait disturbance, Involuntary movements, and Ventriculomegaly. Huntington disease-like 1 is occasionally (29-5%) associated with Abnormal head movements, Abnormal posturing, Abnormal saccadic eye movements, Abnormality of eye movement, Abnormality of higher mental function, Abnormality of ocular smooth pursuit, Abnormality of the basal ganglia, Abnormality of the shoulder, Bradykinesia, Cerebellar atrophy, Cerebral cortical atrophy, Clumsiness, Delayed speech and language development, Dysmetria, EEG abnormality, Frequent falls, Generalized hypotonia, Gliosis, Hyperactive deep tendon reflexes, Hypokinesia, Incoordination, Jerky head movements, Jerky ocular pursuit movements, Mask-like facies, Memory impairment, Nystagmus, Poor fine motor coordination, Restlessness, Seizure, Simultanapraxia, Slow saccadic eye movements, Slurred speech, and Weight loss.Huntington disease-like 1 is associated with Disease-causing germline mutation(s) in prion protein (Kanno blood group) (AltPrP; CD230; Creutzfeldt-Jakob disease; Gerstmann-Strausler-Scheinker syndrome; PRP; fatal familial insomnia; p27-30)."
2568,98934.0,Huntington disease-like 2,"Huntington disease-like 2 is frequently (79-30%) associated with Abnormality of movement and Personality changes. Huntington disease-like 2 is occasionally (29-5%) associated with Abnormal cerebral morphology, Abnormal corpus striatum morphology, Atypical behavior, Caudate atrophy, Cerebral cortical atrophy, Chorea, Dementia, Dystonia, Functional motor deficit, Gait disturbance, Hyperreflexia, Involuntary movements, Memory impairment, Parkinsonism, Primitive reflex, and Weight loss.Huntington disease-like 2 is associated with Disease-causing germline mutation(s) in junctophilin 3 (junctophilin3; CAGL237; HDL2; JP-3; JP3)."
2569,459056.0,Autosomal recessive spastic paraplegia type 75,"Autosomal recessive spastic paraplegia type 75 is very frequently (99-80%) associated with Abnormal pyramidal sign, Babinski sign, Distal lower limb amyotrophy, Dysmetria, Global developmental delay, Impaired vibratory sensation, Intellectual disability, Spastic paraplegia, and Spasticity. Autosomal recessive spastic paraplegia type 75 is frequently (79-30%) associated with Astigmatism, Generalized hypotonia, Hypermetropia, Hyporeflexia, Nystagmus, and Temporal optic disc pallor. Autosomal recessive spastic paraplegia type 75 is occasionally (29-5%) associated with Titubation.Autosomal recessive spastic paraplegia type 75 is associated with Disease-causing germline mutation(s) (loss of function) in myelin associated glycoprotein (S-MAG; sialic acid binding Ig-like lectin 4A; SIGLEC-4A; SIGLEC4A; SIGLEC4)."
2570,306669.0,Hemiparkinsonism-hemiatrophy syndrome,"Hemiparkinsonism-hemiatrophy syndrome is frequently (79-30%) associated with Bradykinesia, Brain atrophy, Dilation of lateral ventricles, Dysarthria, Dystonia, Generalized hypotonia, Hemiatrophy, Hemifacial atrophy, Hemiparesis, Hyperactive deep tendon reflexes, Neonatal asphyxia, Parkinsonism, and Tremor. Hemiparkinsonism-hemiatrophy syndrome is occasionally (29-5%) associated with Cerebral cortical hemiatrophy, Depression, Difficulty walking, and Scoliosis."
2571,98914.0,Presynaptic congenital myasthenic syndromes,"Presynaptic congenital myasthenic syndromes is very frequently (99-80%) associated with Dysphagia, Fatigable weakness, Feeding difficulties, Frontalis muscle weakness, Intermittent episodes of respiratory insufficiency due to muscle weakness, Neck muscle weakness, Poor suck, Proximal muscle weakness, Ptosis, and Sudden episodic apnea. Presynaptic congenital myasthenic syndromes is frequently (79-30%) associated with Apneic episodes precipitated by illness, fatigue, stress, Arthrogryposis multiplex congenita, Ataxia, Bulbar palsy, Central sleep apnea, Choking episodes, Cyanosis, Decreased fetal movement, Difficulty walking, EMG: impaired neuromuscular transmission, Easy fatigability, Episodic respiratory distress, Generalized muscle weakness, Hypernasal speech, Intellectual disability, Muscle fiber atrophy, Nasal regurgitation, Ophthalmoplegia, Recurrent respiratory infections, and Spinal deformities. Presynaptic congenital myasthenic syndromes is occasionally (29-5%) associated with Areflexia, Distal amyotrophy, Distal lower limb muscle weakness, Dysphonia, EMG: myopathic abnormalities, High palate, Hypotonia, Kyphoscoliosis, Limb-girdle muscle weakness, Long face, Motor delay, Narrow jaw, Pes cavus, Poor head control, Seizure, Spinal rigidity, Stridor, Tip-toe gait, Waddling gait, and Weak cry. Presynaptic congenital myasthenic syndromes is very rarely (<4-1%) associated with Congenital hip dislocation, Diplopia, EEG with polyspike wave complexes, Esotropia, Gastroesophageal reflux, Hyporeflexia, Joint laxity, Low-set ears, Microretrognathia, Motor polyneuropathy, Nystagmus, Obstructive sleep apnea, Pectus carinatum, Polyhydramnios, Respiratory arrest, Sensorineural hearing impairment, and Staring gaze. Presynaptic congenital myasthenic syndromes is not associated (0%) associated with Acetylcholine receptor antibody positivity.Presynaptic congenital myasthenic syndromes is associated with Disease-causing germline mutation(s) (gain of function) in solute carrier family 5 member 7 (ChT; High affinity choline transporter 1; hCHT; CHT1); Disease-causing germline mutation(s) (loss of function) in choline O-acetyltransferase (CHOACTase) and collagen type XIII alpha 1 chain; Disease-causing germline mutation(s) in agrin (AGRIN), solute carrier family 25 member 1 (Tricarboxylate transport protein; mitochondrial; citrate transport protein; CTP; CIC; citrate isocitrate carrier), synaptosome associated protein 25 (RIC-4; RIC4; SEC9; SNAP-25; bA416N4.2; dJ1068F16.2; resistance to inhibitors of cholinesterase 4 homolog), synaptotagmin 2, myosin IXA (FLJ11061; FLJ13244; MGC71859), vesicle associated membrane protein 1 (VAMP-1), and solute carrier family 18 member A3 (VACHT)."
2572,98913.0,Postsynaptic congenital myasthenic syndromes,"Postsynaptic congenital myasthenic syndromes is frequently (79-30%) associated with Abnormality of eye movement, Abnormality of masticatory muscle, Abnormality of the musculature of the upper limbs, Decreased miniature endplate potentials, Decreased size of nerve terminals, EMG: decremental response of compound muscle action potential to repetitive nerve stimulation, EMG: myopathic abnormalities, Easy fatigability, Facial palsy, Fatigable weakness of neck muscles, High palate, Muscle weakness, Neck flexor weakness, Ophthalmoparesis, Ptosis, Reduced tendon reflexes, Shoulder girdle muscle weakness, Skeletal muscle atrophy, Type 1 muscle fiber predominance, Upper limb muscle weakness, and Weakness of the intrinsic hand muscles. Postsynaptic congenital myasthenic syndromes is occasionally (29-5%) associated with Ankle weakness, Cyanosis, Delayed gross motor development, Diplopia, Drowsiness, Exertional dyspnea, Fatigable weakness of respiratory muscles, Hip flexor weakness, Orthopnea, Reduced vital capacity, Respiratory failure, Restrictive ventilatory defect, Scoliosis, Thoracic kyphoscoliosis, Triceps weakness, and Weakness of long finger extensor muscles.Postsynaptic congenital myasthenic syndromes is associated with Disease-causing germline mutation(s) (gain of function) in cholinergic receptor nicotinic alpha 1 subunit (acetylcholine receptor; nicotinic; alpha 1 (muscle)), cholinergic receptor nicotinic beta 1 subunit (acetylcholine receptor; nicotinic; beta 1 (muscle)), cholinergic receptor nicotinic delta subunit (acetylcholine receptor; nicotinic; delta (muscle)), and cholinergic receptor nicotinic epsilon subunit (ACHRE; acetylcholine receptor; nicotinic; epsilon (muscle)); Disease-causing germline mutation(s) (loss of function) in cholinergic receptor nicotinic alpha 1 subunit (acetylcholine receptor; nicotinic; alpha 1 (muscle)), cholinergic receptor nicotinic beta 1 subunit (acetylcholine receptor; nicotinic; beta 1 (muscle)), cholinergic receptor nicotinic delta subunit (acetylcholine receptor; nicotinic; delta (muscle)), cholinergic receptor nicotinic epsilon subunit (ACHRE; acetylcholine receptor; nicotinic; epsilon (muscle)), and collagen type XIII alpha 1 chain; Disease-causing germline mutation(s) in receptor associated protein of the synapse (CMS1D; CMS1E; RNF205; rapsyn), sodium voltage-gated channel alpha subunit 4 (HYPP; Nav1.4; SkM1), docking protein 7 (Dok-7; FLJ33718; FLJ39137), muscle associated receptor tyrosine kinase, LDL receptor related protein 4 (CLSS; LRP-4; MEGF7; SOST2; multiple EGF like domains 7), agrin (AGRIN), and adenylate kinase 9 (dJ70A9.1; FLJ25791; FLJ42177; MGC26954)."
2573,94122.0,"Cerebellar ataxia, Cayman type","Cerebellar ataxia, Cayman type is very frequently (99-80%) associated with Nonprogressive cerebellar ataxia. Cerebellar ataxia, Cayman type is frequently (79-30%) associated with Broad-based gait, Cerebellar hypoplasia, Dysarthria, Gait ataxia, Generalized hypotonia, Global developmental delay, Intention tremor, Nystagmus, and Truncal ataxia. Cerebellar ataxia, Cayman type is not associated (0%) associated with Abnormal retinal morphology.Cerebellar ataxia, Cayman type is associated with Disease-causing germline mutation(s) in ATCAY kinesin light chain interacting caytaxin (BNIP-H; Cayman ataxia; caytaxin)."
2574,247815.0,Autosomal recessive ataxia due to PEX10 deficiency,"Autosomal recessive ataxia due to PEX10 deficiency is very frequently (99-80%) associated with Motor axonal neuropathy and Progressive cerebellar ataxia. Autosomal recessive ataxia due to PEX10 deficiency is frequently (79-30%) associated with Abnormal circulating phytanic acid concentration, Abnormal pyramidal sign, Diffuse cerebellar atrophy, Dysarthria, Impaired smooth pursuit, Intellectual disability, mild, Limb ataxia, Progressive gait ataxia, Truncal ataxia, and Very long chain fatty acid accumulation. Autosomal recessive ataxia due to PEX10 deficiency is occasionally (29-5%) associated with Abnormal head movements, Hyperreflexia, Mydriasis, and Type II diabetes mellitus. Autosomal recessive ataxia due to PEX10 deficiency is very rarely (<4-1%) associated with Pes cavus. Autosomal recessive ataxia due to PEX10 deficiency is not associated (0%) associated with Global developmental delay and Oculomotor apraxia.Autosomal recessive ataxia due to PEX10 deficiency is associated with Disease-causing germline mutation(s) in peroxisomal biogenesis factor 10 (RNF69)."
